"","ln_Total_spend","age","lninc","creddebt","lncreddebt","carvalue","longmon","cardmon","region","gender","edcat","reason","card","card2","internet"
"784",5.49343174514074,27,3.22,0.4,93,11.8,5.9,13.75,"5","1","4","9","3","4","0"
"785",6.07571377955288,26,2.71,0.12,211,3.5,5.75,18,"1","0","2","9","4","2","0"
"786",6.09904010774136,22,3,0.1,232,9.4,4.35,0,"1","0","3","1","1","2","4"
"787",6.6251668783961,20,3.37,0.44,81,17.9,5.6,9.75,"5","1","2","9","2","1","0"
"788",5.9769598609051,46,4.13,0.36,102,36.3,10.5,20.75,"5","0","4","9","1","3","2"
"789",7.04328784575436,38,3.53,3.77,492,-1,6.65,31.25,"5","1","4","9","1","4","1"
"790",5.04213396115563,34,3.09,0.63,45,7.8,7.7,0,"4","1","4","9","3","1","4"
"791",5.88727001809012,76,3.58,0.37,98,22.9,15.35,11.5,"1","0","2","9","2","4","0"
"792",5.56914570942766,21,3.18,1.44,395,18.1,3.1,16,"1","0","2","9","1","2","1"
"793",6.25103645503574,28,2.89,0.74,30,11.8,6.2,0,"2","0","1","9","1","2","0"
"794",5.79490206802368,40,3.33,1.78,417,11,12.35,8.5,"1","0","1","4","2","3","0"
"795",5.97908827603993,42,4.36,0.48,74,37.5,10.4,21.25,"3","0","2","9","4","3","1"
"796",5.7430352385779,51,3.69,0.93,16,24.2,36.7575,40.75,"3","1","3","9","4","2","0"
"797",4.89114579469077,65,2.64,0.24,144,7.1,26.55,24,"3","1","2","9","5","3","1"
"798",6.92192442089633,47,4.36,1.34,388,37.7,14.15,7.5,"4","0","2","9","1","4","0"
"799",5.08357591849797,35,3.87,2.99,469,-1,2.9,14.75,"4","0","2","1","3","2","0"
"800",6.73868552786393,55,4.6,0.87,16,-1,24.7,9.75,"1","0","2","9","1","4","0"
"801",6.02419791672462,47,4.38,2.83,463,47.7,12,12.75,"5","1","3","9","4","1","3"
"802",6.34321237271016,76,3.37,1.76,416,13.2,26.45,42,"4","0","3","9","4","1","0"
"803",6.48414656663768,25,3.47,1.12,370,17.5,13.5,14,"4","0","3","9","1","3","1"
"804",7.04328784575436,30,3.18,0.78,25,-1,21.25,15.25,"1","0","2","9","1","3","3"
"805",5.83761382228972,60,3.71,0.61,50,26.3,7.45,0,"4","0","2","2","2","3","0"
"806",6.24233999016008,64,4.42,0.96,16,37,5.9,19.75,"3","0","2","9","1","3","1"
"807",5.77858068473139,25,2.83,0.52,65,7.2,4.1,31.75,"2","0","2","9","4","3","1"
"808",5.97340240428957,24,3.09,0.31,117,14.4,3.95,8.75,"4","0","4","9","4","3","2"
"809",4.89114579469077,20,2.77,0.1,284,7.5,7.75,0,"4","1","2","9","4","3","1"
"810",6.23466559519717,52,3.5,0.49,71,21.6,6.85,21.25,"1","1","2","9","2","4","0"
"811",5.71244484773485,48,3.37,0.1,267,15.6,8.5,0,"4","0","2","9","2","4","0"
"812",6.29408449192397,51,4.43,3.72,490,36,25.15,42,"2","0","4","9","3","4","3"
"813",4.89114579469077,27,3,0.53,64,12.9,4,13.5,"4","1","3","9","4","3","3"
"814",5.45860631147742,54,3.71,0.18,173,19.6,2.9,11,"2","1","1","9","3","4","1"
"815",5.79307458213496,56,4.73,2.3,442,49.7,8.4,10.5,"5","0","4","9","4","3","1"
"816",5.13626891459364,36,3.74,0.24,142,19.6,14.35,27.5,"4","1","2","9","4","2","0"
"817",6.52762160376544,65,4.33,1.07,366,48.4,8.4,21,"5","0","2","9","1","4","1"
"818",7.04328784575436,46,4.51,0.82,19,34.2,12.5,10.75,"3","0","2","2","1","4","0"
"819",6.26778861089292,72,3.64,1.21,378,17.5,25.1,15.25,"2","0","1","9","1","4","0"
"820",5.51668955298336,66,4.99,5.95,537,65.2,16.25,0,"3","1","2","9","2","3","0"
"821",5.60774869978677,65,4.96,1.93,425,68.6,36.65,24.25,"1","1","5","9","4","3","0"
"822",5.31103613895581,76,3.3,0.15,188,-1,33.85,17.5,"2","0","1","9","2","1","0"
"823",6.42618096682159,74,3.04,0.37,99,7.4,7.55,11,"5","1","1","1","5","2","0"
"824",6.18840784991972,42,4.04,6.37150000000001,544.05,31.6,7,0,"1","0","1","9","1","4","0"
"825",4.89114579469077,21,3,0.45,80,10.1,3.8,0,"1","1","2","9","2","3","0"
"826",5.33768230007029,65,2.56,0.17,175,4.4,17,13,"3","1","2","9","3","2","1"
"827",5.65199783150644,76,3.09,0.8,23,8.7,17.15,17.25,"5","0","2","3","2","5","2"
"828",6.37313205864608,40,3.4,1.37,390,16.2,7.7,3.25,"4","1","2","9","3","4","0"
"829",5.93716674370013,24,2.94,0.79,23,9.1,9.9,8.75,"3","1","2","9","2","5","0"
"830",6.36827294596634,76,3.22,0.66,42,10.7,6.85,42,"3","1","1","2","3","4","0"
"831",5.69353009819185,35,4.08,1.26,382,24.8,6.5,14,"3","1","4","9","2","4","1"
"832",5.78496299631229,45,3.93,1.61,406,31.1,8.95,15.75,"4","0","1","9","3","4","0"
"833",6.15996182064216,68,2.77,0.14,194,7.2,28.95,27.5,"4","0","2","9","3","2","3"
"834",6.17912598797649,68,4.3,0.17,176,40.1,8.3,10.5,"4","1","2","9","3","2","0"
"835",6.86617257853181,31,4.03,0.53,63,36.4,3.45,23,"5","0","3","2","1","4","2"
"836",5.15715694675902,43,3.47,1.34,389,12.9,5.1,23.25,"3","1","2","9","5","3","0"
"837",6.58990261718524,76,2.83,0.32,114,6,9.4,12.25,"3","0","1","9","1","5","0"
"838",5.74843711519663,42,3.66,1.48,398,18.3,11,0,"5","1","2","9","5","2","0"
"839",6.51930951666851,70,3.64,3.07,471,-1,7.55,0,"2","1","2","9","2","3","0"
"840",6.53463150604464,47,3.53,1,359,-1,7.15,0,"3","0","4","9","3","1","1"
"841",6.56620818703815,55,3.22,0.48,73,11.9,8.4,21.5,"4","0","5","9","2","1","3"
"842",6.36834154836402,20,2.71,0.45,80,6.1,7.35,0,"5","0","2","9","2","3","0"
"843",6.26977786955566,23,3.04,0.75,29,12,10.4,0,"1","0","3","9","4","1","3"
"844",6.46768319803348,26,3.4,0.37,100,-1,7.85,0,"2","1","2","9","2","4","1"
"845",7.04328784575436,25,3.3,1.22,378,10.9,3.9,16.5,"5","0","2","9","1","2","2"
"846",5.17564112868052,26,3.14,0.1,307,13.6,9.45,0,"5","1","2","9","4","2","2"
"847",6.15867246609189,73,3.22,0.68,39,14.4,6.1,18,"5","1","1","1","3","4","0"
"848",4.89114579469077,63,4.08,0.87,16,28.9,8.75,0,"3","1","4","9","2","3","2"
"849",6.25294380468776,57,2.94,0.35,104,-1,14.4,32.5,"4","1","5","9","4","3","4"
"850",4.89114579469077,24,2.94,0.33,112,10.3,2.9,0,"4","1","3","2","2","4","3"
"851",6.54212607937117,76,3.69,1.67,410,10.5,29.45,11.5,"5","1","1","9","3","2","3"
"852",6.73677714164861,65,4.99,6.37150000000001,544.05,58.4,12.8,14.25,"3","1","5","9","1","4","3"
"853",6.81856334448589,54,4.44,0.5,69,54.9,10.2,7.75,"5","1","1","9","2","3","0"
"854",6.06015070489643,20,3.22,0.92,16,12.1,4.05,29.25,"5","0","2","9","4","1","0"
"855",7.04328784575436,26,3.18,0.42,87,13,3.2,0,"5","1","2","9","1","2","2"
"856",6.02782058406864,22,3,0.71,35,-1,5.3,16.5,"2","1","4","2","3","1","1"
"857",6.76579993285476,45,3.93,3.52,485,23.5,5.15,0,"3","1","3","9","1","3","2"
"858",4.89114579469077,66,3.58,1.04,363,17.2,3.9,34,"5","1","2","1","4","3","1"
"859",5.274075902175,74,3,0.78,25,8.4,8.8,18.25,"3","1","2","1","3","4","3"
"860",5.29184647541773,49,3.81,0.36,101,28.8,27.25,21.5,"3","0","1","9","3","2","0"
"861",5.43009096515748,37,4.09,4.1,500,33.2,12.25,15.5,"4","0","4","9","4","2","0"
"862",5.79675659466298,25,3.09,2.18,437,10.2,6.4,0,"5","1","1","9","1","3","2"
"863",6.67515465014533,43,4.9,4.39,507,67.6,4.2,8,"1","1","5","9","1","3","3"
"864",5.945315891082,51,3.5,2.57,453,18,18.25,20.25,"5","1","3","3","3","2","0"
"865",5.83431353745597,44,3.56,1.97,427,17.7,21.8,33.75,"5","0","4","9","2","1","2"
"866",5.6628215816011,63,4.87,6.36,544,60.5,17.6,6,"3","0","4","9","4","2","3"
"867",6.50961825475958,21,3.64,1.45,396,22.6,5.35,15.5,"4","0","3","1","3","1","1"
"868",4.89114579469077,20,3.18,1.66,410,-1,11.2,0,"5","0","2","1","4","2","1"
"869",5.29028519485077,50,3.53,1.94,425,12.5,16.05,15.75,"3","0","3","9","2","3","0"
"870",7.04328784575436,48,4.99,6.06,539,72,10.85,16.5,"2","0","5","2","1","4","4"
"871",6.11146733950268,67,4.56,1.56,404,41.7,6.4,19.5,"1","1","1","9","3","2","0"
"872",6.18694909042822,30,2.77,0.86,16,6.1,9.95,0,"2","1","2","9","3","5","0"
"873",6.09087992540618,36,3.61,0.1,292,14.5,3.95,0,"3","0","5","1","4","1","1"
"874",6.2577250574956,63,3.5,0.1,230,15.8,3.25,20,"5","0","2","9","3","2","0"
"875",5.51084476539906,24,3.37,2.04,430,21,3.45,0,"4","0","2","9","5","2","0"
"876",5.57954112893877,76,3.18,0.1,319,10.5,29.65,42,"5","1","5","1","1","2","2"
"877",5.9799990689987,24,3.18,0.18,169,12.7,27.45,18.5,"4","1","4","9","4","3","4"
"878",6.68910163294078,20,3.47,1.27,383,-1,8.9,18.25,"4","1","3","2","3","1","0"
"879",5.78459411739261,63,3.4,1.68,411,16.5,6.5,18,"1","1","1","9","3","2","0"
"880",5.9458655357898,63,3.74,0.11,221,18.2,17.05,21.5,"1","1","3","9","3","4","0"
"881",7.04328784575436,35,3.18,0.78,25,14.3,11.8,42,"5","0","2","9","1","2","0"
"882",5.88677047599332,29,3,0.35,104,-1,5.9,0,"2","0","1","9","3","2","0"
"883",7.04328784575436,39,3.76,0.84,18,21.1,6.1,10.25,"3","0","2","9","1","4","3"
"884",7.04328784575436,55,4.37,2.48,450,39.8,6.5,26.5,"5","1","2","9","4","1","0"
"885",6.49139099000497,38,4.08,0.1,308,34.7,3.9,26.25,"5","0","4","9","4","3","3"
"886",5.39721202352225,48,3.58,0.81,21,23.3,11.55,0,"1","1","2","9","3","2","3"
"887",6.1498562211925,36,4.03,3.18,475,26,16.85,8.5,"1","0","2","9","4","1","0"
"888",6.76217443961572,76,2.89,1.34,388,11.6,13.6,23.5,"4","1","1","2","3","1","0"
"889",6.04782125077531,71,3.66,0.36,101,21.3,17.35,15.5,"5","1","3","1","3","1","4"
"890",5.61600716958417,26,3.95,1.36,390,36.3,7.5,40.5,"2","0","2","9","2","3","0"
"891",6.34646058246811,37,3.18,1.01,360,13.1,7.85,21.25,"3","1","2","9","1","4","0"
"892",6.60102629361012,51,3.74,0.55,59,19.7,6.75,10.25,"3","1","2","9","3","1","0"
"893",6.23140621669807,62,4.16,0.75,28,28,27.45,18.75,"2","1","3","1","4","3","4"
"894",6.14412125437091,28,4.11,1.46,397,30,5.9,0,"3","1","4","9","1","4","4"
"895",5.83361118748124,53,4.95,4.45,508,-1,10.8,15,"5","1","1","9","4","2","0"
"896",5.40676810255284,62,4.09,2.53,452,23.4,8.55,23,"2","1","4","9","3","2","4"
"897",5.83895418788566,32,3.47,0.55,59,19.8,7.7,30.25,"3","0","1","9","1","4","0"
"898",6.6621232466938,50,4.45,4.64,513,37.3,36.7575,40.75,"2","1","2","9","1","4","1"
"899",4.89114579469077,25,2.56,0.12,215,4.3,10.25,0,"1","1","4","9","4","3","1"
"900",6.0579776799161,70,4.99,2.41,447,72,17.7,17.25,"5","1","4","9","4","3","4"
"901",6.72596957859149,67,4.84,6.37150000000001,544.05,49.1,17.75,11.5,"2","1","5","9","4","1","4"
"902",6.07736697610869,22,3.09,0.81,21,-1,6.75,0,"2","1","1","9","4","3","4"
"903",5.75177867292446,45,4.03,0.52,65,22.7,12.65,11.25,"2","0","5","2","4","1","2"
"904",6.28135043936399,59,4.77,4.43,508,-1,7,14.5,"4","1","4","9","1","4","4"
"905",5.14662200329584,29,3.5,3.24,476,18.7,8.9,14.75,"5","0","1","9","2","3","0"
"906",7.04328784575436,68,4.04,1.23,380,-1,6.2,24.5,"4","1","1","9","1","4","0"
"907",6.7796264092715,36,4.17,0.51,66,40.1,5,42,"3","1","5","9","1","4","3"
"908",6.02264824208824,34,4.16,1.18,375,31.7,15.95,19.75,"1","1","2","9","3","1","3"
"909",4.89114579469077,76,2.56,0.12,213,4.7,28.45,37.5,"5","0","1","4","3","4","0"
"910",5.29886721535347,49,3.64,1.03,362,14.5,29.3,9.25,"1","1","2","9","3","2","0"
"911",5.37193950641865,20,2.56,0.1,263,9.4,4.45,0,"4","0","2","9","2","5","4"
"912",5.56329360146418,20,3.18,0.31,117,16.4,8.5,17,"2","1","3","4","3","4","1"
"913",6.08943028869396,63,3.53,0.13,202,20.6,5.15,16.5,"1","1","1","9","2","3","0"
"914",7.04328784575436,67,4.74,4.3,505,48.5,7.75,0,"3","0","2","9","1","4","3"
"915",4.96904911877533,73,2.56,0.1,291,4.3,25,11.5,"4","1","1","9","5","3","0"
"916",5.67325453628724,64,4.75,1.74,414,60.9,8.2,10,"3","1","1","9","4","3","0"
"917",6.98808102352004,38,4.65,5.74,534,52.7,12.55,0,"5","0","4","9","4","1","2"
"918",5.97853127169608,26,2.89,0.71,35,11.7,6.7,11,"2","1","4","4","1","4","0"
"919",5.61027733145934,69,3.83,2.63,456,12.4,6.65,8.5,"5","0","4","9","2","3","1"
"920",4.89114579469077,34,3.95,0.8,22,28.3,5.4,0,"1","0","4","9","4","2","3"
"921",6.43289186006475,43,4.13,3.49,484,21.3,7.55,17.5,"3","0","3","4","3","5","2"
"922",6.46432347111712,47,4.29,0.3,119,42.5,11.4,0,"1","1","4","9","4","1","3"
"923",5.9933128379656,32,3.3,3.29,478,13.1,14.35,11.75,"3","1","4","9","3","5","0"
"924",5.89591683909607,48,4.99,6.37150000000001,544.05,72,10.75,23.75,"1","0","5","9","4","1","0"
"925",5.02545822298789,34,3.89,0.1,326,28.2,5.45,21.25,"2","1","3","9","2","4","1"
"926",5.77492414692734,33,3.87,1.78,417,19.1,7.7,21,"5","1","4","9","4","1","1"
"927",5.62517207407429,71,2.56,0.1,254,4.5,25.4,28.75,"1","1","2","9","2","3","0"
"928",6.28078902008133,47,4.71,2.48,450,71.2,7.5,0,"2","0","4","9","1","4","4"
"929",5.83726386603068,45,4.06,1.93,425,26,6.55,0,"5","0","5","9","4","3","2"
"930",5.27084338954728,71,3.99,1.74,414,23.5,21.4,42,"1","1","3","3","4","2","0"
"931",6.1515191927509,41,4.01,3.22,476,34.1,11.05,0,"5","1","1","9","1","4","0"
"932",6.00964821754161,65,3.37,0.82,20,12.1,5.35,15,"4","1","3","9","2","5","4"
"933",5.23468510130318,76,2.56,0.1,290,3.2,24.55,5.25,"2","0","5","9","4","2","2"
"934",6.0159376234069,67,3.66,1.52,401,19.5,14.2,22.5,"2","0","3","9","4","3","0"
"935",5.62315070463061,63,2.56,0.16,185,5.1,22.55,31.5,"3","0","2","9","3","5","0"
"936",5.28132379017147,53,3.22,0.73,31,9.7,6.35,14.5,"5","1","1","9","2","5","0"
"937",5.76766453036749,41,3.69,0.89,16,15.1,4.35,0,"4","1","1","9","2","4","0"
"938",5.87020045961494,76,4.19,6.1,540,-1,36.7575,42,"2","1","5","9","2","3","2"
"939",6.30217931867034,43,4.06,1.17,375,30.2,2.9,0,"4","1","3","9","2","1","0"
"940",6.36504331302048,66,4.69,2.25,440,55.5,6.9,0,"2","1","4","9","4","2","1"
"941",5.88757517101572,47,3.87,1.55,403,27.5,9.5,12,"2","0","2","9","3","5","0"
"942",6.10702288774225,63,4.33,1.76,416,32.3,5.95,16.25,"4","0","3","9","3","4","0"
"943",5.43219245010406,75,3.09,0.88,16,11.8,35.95,26.75,"1","1","2","9","2","4","1"
"944",5.54595838946263,37,3.56,2.27,441,14.1,8.55,0,"2","0","3","9","3","2","1"
"945",5.1052179365822,54,4.34,2.24,440,47.3,20.15,29.5,"5","1","1","9","3","4","0"
"946",6.27594775865536,27,3.14,0.23,146,14.3,7.6,0,"4","1","3","1","4","3","3"
"947",5.87991827236307,34,4.67,1.01,360,48.5,2.9,0,"5","1","4","9","4","3","0"
"948",4.89114579469077,28,4.03,5.49,529,22,4.3,0,"4","1","3","1","4","2","0"
"949",5.67036356511076,76,3.14,0.77,26,-1,12.15,8.75,"1","0","1","9","3","2","0"
"950",5.92171245891752,66,4.16,0.74,30,25.9,36.7575,28.25,"1","1","2","9","1","4","3"
"951",6.56310771525612,68,4.49,2.42,447,43.7,5.65,0,"2","0","3","2","3","4","0"
"952",6.20471936567182,23,4.09,1.26,382,26.5,8.35,8.75,"4","0","4","9","4","3","0"
"953",5.69437166490201,46,3.78,1.48,398,27.4,7.9,12.25,"2","1","1","4","3","2","0"
"954",6.37723702187041,41,4.14,0.3,122,-1,13.05,21.25,"4","0","2","9","5","3","1"
"955",6.56609561087321,49,4.99,5.61,531,69.8,13.3,0,"2","0","4","9","1","4","4"
"956",5.85916097183571,68,2.56,0.79,23,8.2,8.55,42,"5","0","2","9","4","1","1"
"957",6.505185973986,39,3.93,0.38,97,-1,31.7,33.75,"2","0","2","9","3","2","3"
"958",5.53910435303484,23,3.66,2.82,463,20.4,14.05,33.5,"4","1","4","9","4","1","4"
"959",5.95700249355288,57,3.43,0.54,61,13.8,11.95,12.25,"4","1","3","9","3","2","0"
"960",5.90293383469442,20,2.56,0.28,126,7.8,5,0,"5","0","2","9","4","1","0"
"961",6.68026479342423,55,4.98,6.37150000000001,544.05,50.6,16.55,17.75,"2","0","4","9","1","4","3"
"962",5.90653282431952,48,4.8,2.25,440,-1,4.65,17.25,"1","1","4","9","4","3","4"
"963",4.89114579469077,51,3.43,1.64,408,14.2,15.85,16,"5","1","4","9","4","3","0"
"964",4.89114579469077,27,3.78,1.02,361,21.2,7.6,0,"5","1","4","9","2","4","3"
"965",4.89114579469077,76,2.56,0.68,39,5.9,15.9,40.25,"3","1","2","9","2","3","0"
"966",5.98516977654523,30,3.3,2.53,452,15.2,3.85,0,"1","1","5","9","1","3","0"
"967",5.66153585472778,67,3.53,2.5,451,23.3,8.45,30,"2","1","4","1","3","4","0"
"968",6.53471863809331,42,4.52,2.31,443,45.6,14.85,0,"4","1","3","2","4","1","0"
"969",6.80624290527514,24,3.22,0.1,273,13,2.9,11.5,"4","0","2","1","4","1","0"
"970",6.23370459411318,42,3.64,1.12,371,14.9,14.8,9,"5","0","1","9","4","3","0"
"971",6.27363143887165,67,4.55,2.99,468,44.9,24.3,6.25,"3","0","2","9","2","3","0"
"972",5.86010222891116,40,4.14,0.91,16,28.2,9.5,32.75,"5","1","4","1","1","4","3"
"973",5.90162189310629,62,3.47,0.18,171,14.1,22.75,30.5,"4","0","1","9","2","3","0"
"974",5.61067985639388,20,2.56,0.19,164,8.4,3.3,15.25,"1","1","2","9","5","2","0"
"975",6.59517924033637,33,4.17,2.46,449,20.2,6,24.5,"4","0","3","9","1","4","0"
"976",6.73792735076958,47,4.99,2.21,438,47.4,16,11.5,"3","0","3","9","2","1","1"
"977",5.75763914744691,27,3.78,0.69,37,-1,11.2,0,"2","1","5","9","1","4","2"
"978",5.73940698562913,30,2.83,0.19,164,11.2,2.9,0,"4","1","2","9","2","3","0"
"979",6.01503457862041,47,4.28,5.36,527,34.9,8.85,17,"3","0","1","9","2","3","0"
"980",5.99268879740768,71,3.97,2.08,432,29,19,8.75,"2","1","2","9","2","3","4"
"981",6.10995844115577,48,4.99,6.37150000000001,544.05,72,19.2,10.5,"3","1","2","9","4","1","0"
"982",5.44940622091089,59,3.37,0.69,37,9.3,14.7,19,"3","1","1","2","3","5","0"
"983",6.25766758788264,41,4.53,3.46,483,43.1,9.8,16.5,"5","0","4","9","2","4","3"
"984",5.09295233658547,36,4.09,0.21,155,27.4,4.9,0,"2","1","4","9","5","3","0"
"985",6.42015778133535,46,3.74,1.59,405,17.9,4.8,0,"5","0","3","9","5","1","0"
"986",5.5359553640127,38,4.44,5.94,537,40.1,18.6,7,"5","0","3","1","3","2","0"
"987",5.07904132676032,76,3.89,0.89,16,-1,7.3,14,"1","1","4","9","4","2","2"
"988",5.35743497103113,23,3.26,0.45,80,10.3,6.6,17.75,"4","0","3","2","3","4","4"
"989",5.60075257433666,71,2.56,0.75,28,4.6,4.95,0,"2","0","2","9","5","2","0"
"990",5.87000287857079,68,4.99,6.37150000000001,544.05,72,36.7575,20,"5","1","3","9","2","4","3"
"991",6.63813575868201,68,4.38,6.37150000000001,544.05,42.5,36.7575,12.75,"2","0","2","9","3","5","0"
"992",7.04328784575436,63,4.91,0.61,49,70.3,36.7575,16.75,"3","1","1","9","1","4","0"
"993",5.52166089786491,69,4.51,3.55,486,48.3,11.05,42,"2","0","2","9","3","2","3"
"994",6.41746730643369,45,4.39,1.86,421,32.3,15,0,"3","0","4","9","1","4","1"
"995",5.21363055838084,20,3.04,0.94,16,9.9,5,0,"4","1","2","9","3","4","0"
"996",6.41040511861757,68,4.32,1.91,424,54.7,14.2,16.25,"2","1","2","9","3","1","1"
"997",6.14223093524638,65,4.29,1.11,369,31.8,13,31.75,"3","1","5","1","4","2","2"
"998",5.49708625472059,76,2.83,0.94,16,10.9,13.65,18,"4","1","1","9","3","2","0"
"999",5.50934784997844,52,3.71,4.84,517,30.2,2.9,17.75,"3","1","2","9","2","3","2"
"1000",5.05522617742413,59,3.09,1.57,404,11.5,4.55,0,"5","0","3","2","2","5","4"
"1001",5.43276084309753,36,3.09,1,359,12.8,6.2,18,"2","1","2","9","5","2","2"
"1002",5.9386437709244,33,3.33,2.42,447,14.9,10.15,29.25,"4","0","3","9","3","1","0"
"1003",6.80812277136307,34,3.3,2.56,453,12.8,11.2,42,"1","1","3","9","1","2","4"
"1004",6.17032177671072,20,2.89,0.29,124,6.8,6.95,0,"2","0","1","1","5","3","4"
"1005",5.69820025635997,30,3.69,2.89,465,26,36.7575,30.5,"4","0","3","9","4","3","3"
"1006",6.99326302608673,61,4.62,1.87,422,43.5,8.05,0,"4","1","3","9","4","1","3"
"1007",5.76907071468432,36,3.97,1.2,377,31.6,3.2,14.25,"5","1","2","9","4","3","0"
"1008",5.65871537128689,28,3.22,0.49,72,11.1,23.25,42,"5","0","2","9","3","4","0"
"1009",6.18812037558509,26,3.14,0.36,102,14.3,3.7,0,"1","0","1","9","5","3","0"
"1010",5.34843997595125,36,3.5,1.1,369,15.3,3.05,0,"5","0","3","9","3","2","1"
"1011",6.3427902091155,31,4.22,0.3,119,-1,8,8,"3","0","4","9","1","3","1"
"1012",5.65567707598135,31,4.19,0.57,56,36.7,10.6,4.5,"3","1","4","9","4","3","2"
"1013",5.70474867440153,55,3.89,1.69,411,14.7,29.65,42,"1","1","3","9","4","3","4"
"1014",5.45604734731392,66,3.53,1.61,406,13.1,20.05,21,"2","1","1","9","2","5","1"
"1015",6.5431921621944,47,4.71,3.2,475,64.6,10.55,0,"4","0","3","2","3","2","0"
"1016",7.04328784575436,61,4.03,1.46,397,31.4,23.3,42,"2","0","2","9","1","2","0"
"1017",5.67661680658343,74,2.94,0.4,92,9.3,12.25,22.25,"3","1","1","9","2","3","0"
"1018",6.94141246747023,61,4.99,6.37150000000001,544.05,72,31.55,29.5,"4","0","2","9","2","5","0"
"1019",6.11970383622217,59,4.16,1.34,389,33.6,35.5,27.5,"1","0","2","9","2","3","0"
"1020",4.89114579469077,29,3,1.06,365,9.1,2.9,21,"2","0","3","9","3","2","0"
"1021",6.7614107186376,64,3.37,1.92,424,13,29.8,25.5,"1","0","1","2","1","2","0"
"1022",6.0285435453494,66,3.3,0.23,147,18.5,14.15,34.25,"1","1","2","9","2","1","1"
"1023",5.77548278882139,40,3.43,1.45,396,14.6,5.55,0,"5","1","3","9","3","5","4"
"1024",6.33769261193386,43,3.47,0.42,87,16.8,4.75,0,"2","0","3","9","3","2","1"
"1025",5.93901268710556,75,4.22,3.14,474,37,11.05,0,"1","1","5","2","4","2","4"
"1026",5.02183896460358,54,3,1.04,363,8,9.3,13.5,"3","0","2","9","3","2","0"
"1027",6.39911060854086,40,3.37,0.64,45,19.7,5.15,13.75,"5","1","2","9","2","5","0"
"1028",5.52664744454955,20,2.83,0.11,218,8.1,4.75,0,"1","0","2","9","3","2","0"
"1029",6.64281269349985,62,3.37,0.39,93,-1,18.45,24.75,"3","0","3","9","4","1","3"
"1030",4.89114579469077,66,2.56,0.61,50,5.7,15.95,15.25,"5","1","1","9","4","2","0"
"1031",4.89114579469077,70,3.04,0.1,289,11.4,5.8,0,"5","1","5","1","4","3","1"
"1032",5.17019986376759,20,3.18,0.34,109,-1,7.8,0,"4","1","1","9","2","3","1"
"1033",7.04328784575436,36,4.6,4.36,506,56.2,14.5,10.75,"3","0","3","9","3","2","0"
"1034",5.38017381301787,29,3.09,0.15,190,11.1,8.4,9,"4","1","2","9","2","4","0"
"1035",7.04328784575436,58,4.99,6.37150000000001,544.05,72,13.45,9.25,"5","0","2","9","1","4","0"
"1036",6.49948624354124,51,3.95,2.08,432,16.1,35.45,23,"2","0","3","9","3","4","0"
"1037",5.24449455985053,31,3.53,0.72,32,18.1,15.05,20,"1","1","2","9","2","5","3"
"1038",4.89114579469077,68,2.56,0.11,218,3.5,23.4,18.75,"3","1","3","9","4","3","4"
"1039",6.85713544198177,47,4.16,2.11,434,37.5,9.25,21.25,"5","0","3","9","1","3","1"
"1040",5.53926154248775,24,3.18,0.27,130,10.8,4.85,0,"4","1","4","9","2","5","2"
"1041",6.54962212952118,72,2.56,0.72,33,5.8,16.8,0,"4","0","1","9","1","3","0"
"1042",5.62851999015565,57,4.25,0.75,28,31.8,16.6,22.75,"1","0","4","9","2","3","2"
"1043",5.19390084962761,44,3.89,1.14,372,21.2,16.45,25.75,"3","1","1","9","2","3","0"
"1044",6.51394202361442,31,3.18,0.74,31,13.9,11.3,0,"2","0","1","9","2","1","4"
"1045",6.26589039274924,20,2.94,0.37,99,9.6,3.75,7.25,"2","0","1","9","3","4","0"
"1046",6.16474535924979,53,4.22,2.76,460,-1,24.05,16.25,"3","1","2","9","4","3","3"
"1047",6.00785449508758,76,3.87,2.16,436,30,29.2,16.5,"3","1","1","9","5","2","0"
"1048",6.09595968843743,25,3.89,0.13,201,22.1,2.9,0,"2","0","5","1","1","4","4"
"1049",5.87552044457716,48,3.71,0.4,93,15.4,5.6,0,"1","1","4","3","3","2","1"
"1050",5.75716525122131,56,3.33,0.1,258,10.2,21.75,10.75,"2","1","2","1","5","3","0"
"1051",7.04328784575436,32,3.85,0.75,28,26,3.3,0,"3","1","4","9","1","3","3"
"1052",6.15168959767602,31,3.61,0.46,78,20.1,3.65,37,"1","1","2","1","1","3","0"
"1053",5.66045734991783,21,3,1.36,389,11.7,17.2,8.5,"3","1","2","9","3","5","4"
"1054",5.58225493709483,20,2.64,0.85,16,6.5,3.15,8,"1","1","2","9","5","2","2"
"1055",6.09638746703476,36,4.29,1.29,385,36.8,16.15,25.25,"3","1","3","9","5","2","0"
"1056",6.58403143518309,36,3.76,0.79,24,17.5,13.15,42,"1","0","4","9","1","2","1"
"1057",5.91854433083135,49,2.94,0.1,231,11.2,18.25,32.5,"2","0","2","4","2","3","0"
"1058",7.04328784575436,32,3.53,1.81,418,18.7,4.55,11.75,"4","1","3","9","1","3","1"
"1059",6.47246993446149,30,3.58,0.77,27,15.9,4.9,0,"5","1","4","2","4","1","2"
"1060",6.39489425185408,39,4.78,1.63,408,70,21.8,13.75,"2","0","5","2","4","1","2"
"1061",5.6773015974066,35,4.58,1.97,427,52.4,6.15,24.5,"2","0","5","4","4","3","3"
