"","age","ed","employ","income","lninc","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","spoused","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","carvalue","commutetime","tenure","longmon","lnlongmon","longten","lnlongten","tollmon","tollten","equipmon","equipten","cardmon","cardten","wiremon","wireten","hourstv","total_spend","ln_Total_spend"
"762",28,9,6,22,3.09,9.9,0.6,"-0.51",1.57,"0.45",12,6,9,0,2,0,0,0,0,7,-1,"27.00",25,9.85,2.29,"255.20","5.54",0,0,0,0,9,"235.00",0,0,25,605.37,6.4058398413459
"763",68,13,11,41,3.71,17.6,1.36,"0.30",5.86,"1.77",-1,1,6,0,0,0,0,0,0,6,22.8,"15.00",72,34,3.53,"2450.90","7.80",26,1851.7,36.5,2551.65,21.75,"1580.00",0,0,22,829.51,6.72083516501293
"764",20,15,0,16,2.77,27.1,0.35,"-1.05",3.98,"1.38",14,5,11,1,1,0,0,0,0,9,9.1,"29.00",30,6.95,1.94,"205.35","5.32",0,0,0,0,29.25,"845.00",0,0,14,926.25,6.8311441766103
"765",41,13,17,97,4.57,24.6,13.05,"2.57",10.81,"2.38",-1,1,2,0,0,0,0,0,0,2,54,"9.00",57,19.4,2.97,"1089.10","6.99",0,0,38.95,2197.2,23.75,"1305.00",0,0,19,970.33,6.87763621982599
"766",24,9,1,18,2.89,7,0.32,"-1.14",0.94,"-0.06",7,2,2,2,0,0,0,0,0,0,6.3,"21.00",17,7,1.95,"118.55","4.78",19,307.8,0,0,0,"0.00",0,0,27,446.91,6.10235723205961
"767",41,16,8,45,3.81,4.8,0.66,"-0.42",1.5,"0.41",-1,5,0,0,0,0,0,0,0,0,12.6,"16.00",45,10.85,2.38,"477.35","6.17",0,0,30.15,1312.65,0,"0.00",0,0,16,532.57,6.27771434434314
"768",23,14,0,13,2.56,9.6,0.31,"-1.18",0.94,"-0.06",8,6,1,0,1,0,0,0,0,0,6,"33.00",57,7.05,1.95,"367.85","5.91",24,1371.05,0,0,0,"0.00",0,0,14,487.29,6.18885942839941
"769",60,13,4,27,3.3,7.7,0.29,"-1.24",1.79,"0.58",-1,1,2,1,1,0,0,0,0,0,9.7,"41.00",9,7.3,1.99,"57.00","4.04",12.5,110.55,0,0,0,"0.00",0,0,11,144.77,4.97514627616595
"770",58,17,6,45,3.81,4.2,0.42,"-0.87",1.47,"0.39",18,3,0,0,0,0,0,0,0,0,17.9,"19.00",69,27.15,3.3,"1878.70","7.54",0,0,49.4,3222.55,16.25,"1100.00",31.15,2096.05,17,1927.82,7.56414510981623
"771",21,16,0,39,3.66,15.6,1.47,"0.39",4.61,"1.53",16,3,0,0,0,0,0,0,0,0,15.5,"27.00",21,4.75,1.56,"114.00","4.74",0,0,0,0,0,"0.00",0,0,19,708.86,6.56365804582112
"772",49,17,4,76,4.33,13.8,4.64,"1.53",5.85,"1.77",20,2,6,0,1,0,0,1,0,4,37.3,"21.00",44,9.65,2.27,"393.50","5.98",26.75,1180.45,54.25,2386.35,21.25,"840.00",80.8,3549.5,17,1679.59,7.42630499499379
"773",32,22,3,46,3.83,6.2,1.22,"0.20",1.63,"0.49",-1,1,9,0,0,1,0,0,0,8,24.9,"20.00",23,3.2,1.16,"93.35","4.54",0,0,68.35,1460.25,0,"0.00",85.4,1792.05,15,474.4,6.16205084768352
"774",42,15,5,73,4.29,9.9,3.97,"1.38",3.26,"1.18",15,4,0,0,0,0,0,0,0,0,41.1,"19.00",49,15.8,2.76,"779.55","6.66",0,0,30.85,1496.7,9.75,"515.00",0,0,13,616.43,6.42394477195663
"775",19,14,0,20,3,21.8,1.13,"0.12",3.23,"1.17",-1,1,2,0,2,0,0,0,0,0,10.8,"33.00",9,3.8,1.34,"38.20","3.64",27.25,242.3,39.65,266.05,13.75,"110.00",39.45,314.8,15,530,6.27287700654617
"776",25,18,0,36,3.58,17.9,4.13,"1.42",2.31,"0.84",15,7,8,1,0,0,0,0,7,0,23.4,"26.00",6,3.9,1.36,"15.60","2.75",16.5,90.8,0,0,18.25,"85.00",23.2,100.15,24,386.76,5.95780434561535
"777",62,12,20,131,4.88,1.6,0.25,"-1.39",1.85,"0.61",11,4,0,0,0,0,0,0,0,0,58.5,"37.00",31,15.5,2.74,"476.80","6.17",25.5,787.95,53.05,1589.3,19,"535.00",0,0,16,686.72,6.53192664000228
"778",25,17,1,40,3.69,10.5,0.84,"-0.18",3.36,"1.21",17,3,12,2,1,0,0,0,0,9,12.3,"21.00",15,6.3,1.84,"79.50","4.38",27.25,430.2,0,0,41.25,"590.00",26.55,348.65,18,459.47,6.13007365130745
"779",40,12,9,63,4.14,25.1,3.54,"1.26",12.27,"2.51",14,2,0,0,0,0,0,0,0,0,39.3,"35.00",48,11.65,2.46,"619.00","6.43",0,0,0,0,13.75,"630.00",0,0,17,831.16,6.72282231543168
"780",49,18,5,73,4.29,24.9,6.74,"1.91",11.43,"2.44",-1,1,0,0,0,0,0,0,0,0,27,"28.00",66,17.55,2.87,"1098.00","7.00",0,0,0,0,18.25,"1235.00",0,0,22,358.59,5.882179674558
"781",23,14,2,61,4.11,23.4,6.57,"1.88",7.71,"2.04",13,4,1,0,0,0,1,0,0,0,22,"42.00",8,7.85,2.06,"58.80","4.07",17.25,123.8,0,0,17,"120.00",0,0,14,346.31,5.84733432768796
"782",68,12,9,24,3.18,13.8,1.57,"0.45",1.74,"0.55",9,2,9,2,0,0,0,0,0,7,18.2,"22.00",54,8,2.08,"411.60","6.02",0,0,0,0,30.25,"1505.00",0,0,18,238.9,5.47604505433176
"783",52,14,3,41,3.71,8.5,1.6,"0.47",1.88,"0.63",-1,1,1,1,0,0,0,0,0,0,31,"10.00",13,4.95,1.6,"59.65","4.09",26.5,364.05,0,0,18.25,"200.00",0,0,17,503.51,6.22160357293458
"784",27,19,1,25,3.22,4.3,0.4,"-0.93",0.68,"-0.39",17,2,11,5,0,0,0,1,0,5,11.8,"21.00",12,5.9,1.77,"70.30","4.25",0,0,26.35,328.75,13.75,"145.00",0,0,26,243.09,5.49343174514074
"785",26,13,4,15,2.71,7,0.12,"-2.11",0.93,"-0.07",-1,3,4,0,0,0,0,0,0,4,3.5,"22.00",20,5.75,1.75,"134.95","4.90",0,0,0,0,18,"320.00",0,0,16,435.16,6.07571377955288
"786",22,16,0,20,3,3.9,0.1,"-2.34",0.68,"-0.38",-1,1,5,0,0,0,0,0,0,5,9.4,"26.00",4,4.35,1.47,"21.45","3.07",0,0,0,0,0,"0.00",0,0,21,445.43,6.09904010774136
"787",19,14,0,29,3.37,9.5,0.44,"-0.81",2.31,"0.84",13,5,11,0,1,0,0,0,0,10,17.9,"31.00",12,5.6,1.72,"71.90","4.28",0,0,0,0,9.75,"100.00",0,0,25,753.83,6.6251668783961
"788",46,19,10,62,4.13,4.4,0.36,"-1.02",2.37,"0.86",17,4,1,1,0,0,0,0,0,0,36.3,"30.00",45,10.5,2.35,"500.30","6.22",30.25,1375,43.25,1842,20.75,"905.00",49.9,2260.65,17,394.24,5.9769598609051
"789",38,19,12,34,3.53,17.2,3.77,"1.33",2.08,"0.73",-1,1,0,0,0,0,0,0,0,0,-1,"34.00",27,6.65,1.89,"179.75","5.19",28.25,742.45,38.3,968.95,31.25,"785.00",31.7,850.45,17,1339.8,7.20027562807417
"790",34,17,3,22,3.09,18.5,0.63,"-0.45",3.44,"1.23",17,3,2,2,0,0,0,0,0,0,7.8,"20.00",13,7.7,2.04,"103.40","4.64",20.5,258.2,41.95,504.85,0,"0.00",39.95,494,16,154.8,5.04213396115563
"791",76,13,6,36,3.58,4.8,0.37,"-0.98",1.35,"0.30",13,2,8,1,0,2,0,0,0,5,22.9,"28.00",55,15.35,2.73,"846.15","6.74",0,0,0,0,11.5,"605.00",0,0,27,360.42,5.88727001809012
"792",21,12,0,24,3.18,15.7,1.44,"0.36",2.33,"0.85",8,4,3,2,1,0,0,0,0,0,18.1,"16.00",5,3.1,1.13,"18.60","2.92",0,0,24.3,112.9,16,"65.00",0,0,11,262.21,5.56914570942766
"793",28,9,1,18,2.89,6.8,0.74,"-0.30",0.48,"-0.73",7,5,0,0,0,0,0,0,0,0,11.8,"22.00",32,6.2,1.82,"230.15","5.44",0,0,0,0,0,"0.00",0,0,16,518.55,6.25103645503574
"794",40,10,1,28,3.33,17.2,1.78,"0.58",3.03,"1.11",6,3,3,1,1,1,0,0,0,0,11,"20.00",62,12.35,2.51,"763.75","6.64",0,0,0,0,8.5,"500.00",0,0,26,328.62,5.79490206802368
"795",42,13,18,78,4.36,4.5,0.48,"-0.74",3.03,"1.11",11,3,1,1,0,0,0,0,0,0,37.5,"19.00",33,10.4,2.34,"313.25","5.75",0,0,0,0,21.25,"695.00",0,0,20,395.08,5.97908827603993
"796",51,15,11,40,3.69,4.8,0.93,"-0.07",0.99,"-0.01",13,2,7,0,3,0,0,0,0,4,24.2,"34.00",66,51,3.93,"3351.60","8.12",0,0,0,0,40.75,"2720.00",0,0,22,312.01,5.7430352385779
"797",65,13,12,14,2.64,8.6,0.24,"-1.44",0.97,"-0.03",-1,1,3,0,0,0,0,0,0,3,7.1,"22.00",69,26.55,3.28,"1847.45","7.52",0,0,31.2,2047.65,24,"1640.00",0,0,28,107.24,4.67506931336776
"798",47,14,18,78,4.36,4.6,1.34,"0.29",2.25,"0.81",15,4,2,0,0,0,0,2,0,0,37.7,"23.00",33,14.15,2.65,"493.30","6.20",22.75,809.15,0,0,7.5,"250.00",0,0,19,1014.27,6.92192442089633
"799",35,14,6,48,3.87,16.4,2.99,"1.10",4.88,"1.59",16,5,0,0,0,0,0,0,0,0,-1,"25.00",13,2.55,0.94,"31.00","3.43",17,240.3,0,0,14.75,"190.00",0,0,14,161.35,5.08357591849797
"800",55,12,29,99,4.6,10.9,0.87,"-0.13",9.92,"2.29",-1,1,2,2,0,0,0,0,0,0,-1,"30.00",64,24.7,3.21,"1525.80","7.33",30.25,1953.85,0,0,9.75,"610.00",0,0,21,844.45,6.73868552786393
"801",47,16,4,80,4.38,6.3,2.83,"1.04",2.21,"0.79",12,2,4,0,0,0,0,0,0,4,47.7,"26.00",50,12,2.48,"592.70","6.38",30.75,1511,37.45,1852.95,12.75,"660.00",36.6,1858.65,17,413.31,6.02419791672462
"802",77,15,25,29,3.37,12.8,1.76,"0.57",1.95,"0.67",-1,1,10,0,1,0,0,0,0,9,13.2,"25.00",71,26.45,3.28,"1793.05","7.49",0,0,0,0,51.25,"3500.00",0,0,25,568.62,6.34321237271016
"803",25,16,2,32,3.47,16.3,1.12,"0.11",4.1,"1.41",-1,1,2,2,0,0,0,0,0,0,17.5,"37.00",48,13.5,2.6,"644.10","6.47",0,0,0,0,14,"635.00",0,0,13,654.68,6.48414656663768
"804",30,14,2,24,3.18,7.2,0.78,"-0.25",0.95,"-0.05",-1,2,8,1,0,0,0,1,0,6,-1,"27.00",58,21.25,3.06,"1228.95","7.11",19.75,1279.1,41.3,2358.25,15.25,"890.00",24.8,1390.5,19,2159.62,7.6776875592755
"805",60,12,9,41,3.71,3.7,0.61,"-0.50",0.91,"-0.09",-1,1,3,2,0,0,1,0,0,0,26.3,"25.00",31,7.45,2.01,"226.70","5.42",0,0,0,0,0,"0.00",0,0,18,342.96,5.83761382228972
"806",64,14,22,83,4.42,9.6,0.96,"-0.04",7.01,"1.95",-1,1,11,2,0,0,0,0,0,9,37,"22.00",54,5.9,1.77,"323.70","5.78",31.75,1727.75,0,0,19.75,"1150.00",35.7,1890.15,23,514.06,6.24233999016008
"807",25,13,4,17,2.83,12.4,0.52,"-0.65",1.59,"0.46",13,7,2,0,0,0,0,0,2,0,7.2,"26.00",6,4.1,1.41,"24.35","3.19",18.25,99.9,0,0,31.75,"220.00",0,0,23,323.3,5.77858068473139
"808",24,19,0,22,3.09,10.8,0.31,"-1.17",2.06,"0.73",-1,1,2,1,1,0,0,0,0,0,14.4,"28.00",19,3.95,1.37,"82.50","4.41",0,0,34.65,696.95,8.75,"125.00",22.65,445.75,24,392.84,5.97340240428957
"809",18,13,0,16,2.77,11.7,0.05,"-2.98",1.82,"0.60",-1,1,8,0,1,0,0,0,0,7,7.5,"28.00",6,7.75,2.05,"47.70","3.86",0,0,0,0,0,"0.00",0,0,22,57.61,4.05369616374429
"810",52,13,5,33,3.5,5.6,0.49,"-0.71",1.36,"0.31",-1,1,0,0,0,0,0,0,0,0,21.6,"31.00",11,6.85,1.92,"69.65","4.24",24,269.55,0,0,21.25,"190.00",19.9,230.55,21,510.13,6.23466559519717
"811",48,14,4,29,3.37,2.8,0.06,"-2.75",0.75,"-0.29",-1,1,0,0,0,0,0,0,0,0,15.6,"29.00",21,8.5,2.14,"165.75","5.11",0,0,0,0,0,"0.00",0,0,8,302.61,5.71244484773485
"812",51,17,2,84,4.43,10.6,3.72,"1.31",5.18,"1.65",-1,1,10,1,0,0,0,0,0,9,36,"30.00",48,25.15,3.22,"1234.35","7.12",27,1277.05,34.25,1686.7,63.5,"3050.00",0,0,25,541.36,6.29408449192397
"813",27,15,3,20,3,5.6,0.53,"-0.64",0.59,"-0.52",-1,3,3,0,0,0,0,0,0,3,12.9,"23.00",6,4,1.39,"14.45","2.67",17.75,109.15,42.2,235,13.5,"80.00",40.95,216.95,20,14.51,2.6748380668961
"814",54,10,8,41,3.71,1.1,0.18,"-1.73",0.27,"-1.30",-1,1,0,0,0,0,0,0,0,0,19.6,"23.00",38,2.9,1.06,"119.10","4.78",0,0,0,0,11,"420.00",0,0,26,234.77,5.45860631147742
"815",56,17,10,113,4.73,5.9,2.3,"0.83",4.37,"1.47",-1,1,0,0,0,0,0,0,0,0,49.7,"36.00",47,8.4,2.13,"472.70","6.16",0,0,0,0,10.5,"470.00",0,0,24,328.02,5.79307458213496
"816",36,13,11,42,3.74,3.1,0.24,"-1.42",1.06,"0.06",12,4,9,0,0,3,0,0,0,6,19.6,"23.00",57,14.35,2.66,"906.30","6.81",44,2526.4,0,0,27.5,"1545.00",0,0,12,170.08,5.13626891459364
"817",65,14,13,76,4.33,8.9,1.07,"0.07",5.7,"1.74",14,3,1,1,0,0,0,0,0,0,48.4,"36.00",53,8.4,2.13,"453.35","6.12",0,0,0,0,21,"1085.00",0,0,14,683.77,6.52762160376544
"818",46,13,12,91,4.51,10.9,0.82,"-0.19",9.1,"2.21",-1,1,0,0,0,0,0,0,0,0,34.2,"31.00",21,12.5,2.53,"311.90","5.74",0,0,0,0,10.75,"215.00",0,0,22,1278.94,7.15378688882873
"819",72,11,27,38,3.64,14.7,1.21,"0.19",4.37,"1.48",15,2,9,0,1,0,1,0,0,7,17.5,"19.00",54,25.1,3.22,"1420.70","7.26",28.5,1524.35,0,0,15.25,"830.00",0,0,21,527.31,6.26778861089292
"820",66,13,25,167,5.12,11.5,5.95,"1.78",13.25,"2.58",-1,1,9,1,0,0,0,0,0,8,65.2,"28.00",55,16.25,2.79,"878.80","6.78",0,0,0,0,0,"0.00",0,0,24,248.81,5.51668955298336
"821",65,20,12,143,4.96,3.2,1.93,"0.66",2.64,"0.97",17,2,2,0,2,0,0,0,0,0,68.6,"22.00",71,36.65,3.6,"2516.25","7.83",0,0,32.8,2398.65,24.25,"1625.00",0,0,21,272.53,5.60774869978677
"822",79,9,37,27,3.3,3.8,0.15,"-1.88",0.87,"-0.13",9,2,0,0,0,0,0,0,0,0,-1,"17.00",65,33.85,3.52,"2161.85","7.68",0,0,0,0,17.5,"1035.00",0,0,19,202.56,5.31103613895581
"823",74,8,3,21,3.04,9.3,0.37,"-0.99",1.58,"0.46",9,2,1,0,1,0,0,0,0,0,7.4,"30.00",38,7.55,2.02,"283.80","5.65",0,0,0,0,11,"395.00",0,0,22,617.81,6.42618096682159
"824",42,10,4,57,4.04,21.7,8.4,"2.13",3.97,"1.38",12,2,1,1,0,0,0,0,0,0,31.6,"16.00",23,7,1.95,"161.85","5.09",14,337.25,0,0,0,"0.00",0,0,21,487.07,6.18840784991972
"825",21,14,1,20,3,17.5,0.45,"-0.80",3.05,"1.11",15,5,6,0,0,0,0,0,0,6,10.1,"25.00",9,3.8,1.34,"39.85","3.69",28.25,284.1,0,0,0,"0.00",0,0,20,107.04,4.67320259637992
"826",65,12,20,11,2.4,2.9,0.17,"-1.75",0.15,"-1.93",13,2,9,1,0,0,0,0,0,8,4.4,"21.00",66,17,2.83,"1155.20","7.05",0,0,0,0,13,"815.00",36.85,2331.45,20,208.03,5.33768230007029
"827",76,14,17,22,3.09,5.9,0.8,"-0.23",0.5,"-0.69",13,2,7,0,0,0,1,0,0,6,8.7,"30.00",63,17.15,2.84,"1091.55","7.00",0,0,0,0,17.25,"1040.00",0,0,19,284.86,5.65199783150644
"828",40,12,3,30,3.4,11.3,1.37,"0.31",2.02,"0.70",11,2,4,1,0,1,0,2,0,0,16.2,"46.00",37,7.7,2.04,"323.35","5.78",20.25,710.4,0,0,3.25,"115.00",0,0,21,585.89,6.37313205864608
"829",24,12,2,19,2.94,21.8,0.79,"-0.23",3.35,"1.21",12,3,0,0,0,0,0,0,0,0,9.1,"27.00",27,9.9,2.29,"297.70","5.70",0,0,0,0,8.75,"220.00",0,0,16,378.86,5.93716674370013
"830",78,9,13,25,3.22,11.6,0.66,"-0.42",2.24,"0.81",-1,1,0,0,0,0,0,0,0,0,10.7,"16.00",52,6.85,1.92,"351.70","5.86",0,0,0,0,78.5,"4010.00",0,0,14,583.05,6.36827294596634
"831",35,17,8,59,4.08,5.9,1.26,"0.23",2.22,"0.80",-1,2,0,0,0,0,0,0,0,0,24.8,"23.00",27,6.5,1.87,"194.45","5.27",0,0,23.3,644.95,14,"345.00",0,0,16,296.94,5.69353009819185
"832",45,10,11,51,3.93,14.2,1.61,"0.47",5.63,"1.73",12,2,10,3,0,0,0,0,0,7,31.1,"34.00",51,8.95,2.19,"437.50","6.08",16,806.2,0,0,15.75,"790.00",0,0,25,325.37,5.78496299631229
"833",68,12,23,16,2.77,25.7,0.14,"-1.94",3.97,"1.38",-1,1,0,0,0,0,0,0,0,0,7.2,"25.00",71,28.95,3.37,"2075.55","7.64",31.75,2188.6,0,0,27.5,"1935.00",0,0,15,473.41,6.15996182064216
"834",68,14,5,74,4.3,7.3,0.17,"-1.76",5.23,"1.65",-1,1,1,0,0,0,1,0,0,0,40.1,"17.00",28,8.3,2.12,"260.50","5.56",26.25,807.65,0,0,10.5,"270.00",0,0,25,482.57,6.17912598797649
"835",31,15,1,56,4.03,4.4,0.53,"-0.63",1.93,"0.66",-1,1,3,3,0,0,0,0,0,0,36.4,"25.00",10,3.45,1.24,"47.55","3.86",16.25,171.1,0,0,23,"190.00",21.15,192.9,19,959.27,6.86617257853181
"836",43,13,5,32,3.47,21.2,1.34,"0.30",5.44,"1.69",-1,1,0,0,0,0,0,0,0,0,12.9,"34.00",46,5.1,1.63,"250.80","5.52",0,0,37.45,1572.2,23.25,"1065.00",27.2,1208.95,18,173.67,5.15715694675902
"837",78,11,14,17,2.83,4.5,0.32,"-1.14",0.45,"-0.81",8,2,0,0,0,0,0,0,0,0,6,"33.00",50,9.4,2.24,"524.90","6.26",0,0,0,0,12.25,"675.00",0,0,13,727.71,6.58990261718524
"838",42,13,6,39,3.66,8.3,1.48,"0.39",1.76,"0.57",14,2,1,0,1,0,0,0,0,0,18.3,"37.00",36,11,2.4,"438.40","6.08",0,0,0,0,0,"0.00",0,0,22,313.7,5.74843711519663
"839",70,14,8,38,3.64,17.4,3.07,"1.12",3.54,"1.27",-1,1,0,0,0,0,0,0,0,0,-1,"19.00",5,7.55,2.02,"53.55","3.98",17,94.45,0,0,0,"0.00",0,0,26,678.11,6.51930951666851
"840",47,17,1,34,3.53,8.5,1,"0.00",1.89,"0.64",17,2,0,0,0,0,0,0,0,0,-1,"23.00",53,7.15,1.97,"331.35","5.80",29.75,1633.15,37.9,1981.85,0,"0.00",0,0,18,688.58,6.53463150604464
"841",55,20,12,25,3.22,7.3,0.48,"-0.73",1.35,"0.30",17,2,7,0,0,0,0,0,0,7,11.9,"24.00",48,8.4,2.13,"424.10","6.05",33,1588.05,52.25,2355.3,21.5,"940.00",55.45,2696.8,12,710.67,6.56620818703815
"842",18,13,0,15,2.71,15.6,0.45,"-0.80",1.89,"0.64",-1,5,1,1,0,0,0,0,0,0,6.1,"28.00",0,7.35,1.99,"#NULL!","#NULL!",0,0,0,0,0,"0.00",0,0,11,583.09,6.36834154836402
"843",23,15,0,21,3.04,7.2,0.75,"-0.29",0.76,"-0.27",-1,3,0,0,0,0,0,0,0,0,12,"18.00",24,10.4,2.34,"242.50","5.49",0,0,32.65,706.55,0,"0.00",0,0,21,528.36,6.26977786955566
"844",26,12,2,30,3.4,12.1,0.37,"-1.00",3.26,"1.18",-1,1,7,0,0,4,0,0,0,3,-1,"25.00",30,7.85,2.06,"234.60","5.46",0,0,27.75,808.25,0,"0.00",0,0,22,643.99,6.46768319803348
"845",25,14,2,27,3.3,10.3,1.22,"0.19",1.57,"0.45",-1,1,5,0,0,0,0,0,0,5,10.9,"25.00",10,3.9,1.36,"40.85","3.71",14.5,138.9,34.9,317.7,16.5,"145.00",17,157.05,17,1790.75,7.49038980549456
"846",26,12,5,23,3.14,3.4,0.04,"-3.28",0.74,"-0.30",12,6,0,0,0,0,0,0,0,0,13.6,"22.00",35,9.45,2.25,"307.80","5.73",0,0,0,0,0,"0.00",0,0,27,176.91,5.17564112868052
"847",73,7,9,25,3.22,10.7,0.68,"-0.39",2,"0.69",-1,1,4,0,2,0,0,0,2,0,14.4,"29.00",37,6.1,1.81,"219.40","5.39",0,0,0,0,18,"635.00",0,0,26,472.8,6.15867246609189
"848",63,17,12,59,4.08,10.4,0.87,"-0.14",5.26,"1.66",-1,1,0,0,0,0,0,0,0,0,28.9,"21.00",31,8.75,2.17,"281.00","5.64",0,0,0,0,0,"0.00",0,0,15,119.21,4.78088664372991
"849",57,21,5,19,2.94,9.2,0.35,"-1.04",1.39,"0.33",-1,1,0,0,0,0,0,0,0,0,-1,"22.00",40,14.4,2.67,"581.85","6.37",14.75,590.15,58.8,2283.7,32.5,"1315.00",56.25,2152.2,16,519.54,6.25294380468776
"850",24,15,1,19,2.94,4,0.33,"-1.12",0.43,"-0.83",17,5,6,0,1,1,0,0,0,4,10.3,"31.00",3,2.9,1.06,"6.50","1.87",0,0,24.85,47.85,0,"0.00",0,0,16,77.32,4.34795265434013
"851",76,11,23,40,3.69,6.9,1.67,"0.51",1.09,"0.09",-1,1,0,0,0,0,0,0,0,0,10.5,"29.00",70,29.45,3.38,"2180.00","7.69",0,0,44.55,3139.25,11.5,"735.00",40.25,2804.7,18,693.76,6.54212607937117
"852",65,20,11,172,5.15,10.3,12.03,"2.49",5.69,"1.74",-1,1,4,2,2,0,0,0,0,0,58.4,"27.00",59,12.8,2.55,"760.45","6.63",0,0,27.1,1582.25,14.25,"820.00",0,0,19,842.84,6.73677714164861
"853",54,8,25,85,4.44,7.4,0.5,"-0.69",5.79,"1.76",8,2,6,0,0,0,0,2,0,4,54.9,"18.00",40,10.2,2.32,"417.60","6.03",18.5,764.9,0,0,7.75,"280.00",0,0,15,914.67,6.81856334448589
"854",19,14,0,25,3.22,9.9,0.92,"-0.08",1.55,"0.44",14,4,2,2,0,0,0,0,0,0,12.1,"29.00",13,4.05,1.4,"57.85","4.06",18,220.5,0,0,29.25,"355.00",0,0,19,428.44,6.06015070489643
"855",26,14,2,24,3.18,13.7,0.42,"-0.87",2.87,"1.05",-1,3,0,0,0,0,0,0,0,0,13,"33.00",2,3.2,1.16,"8.25","2.11",0,0,26.3,39.1,0,"0.00",0,0,24,1354.65,7.21129839736492
"856",22,17,0,20,3,8.4,0.71,"-0.35",0.97,"-0.03",-1,1,5,0,0,0,0,0,0,5,-1,"21.00",15,5.3,1.67,"71.60","4.27",20,305,0,0,16.5,"230.00",24.6,333.35,20,414.81,6.02782058406864
"857",45,16,3,51,3.93,10.9,3.52,"1.26",2.04,"0.71",12,3,0,0,0,0,0,0,0,0,23.5,"20.00",25,5.15,1.64,"157.35","5.06",0,0,40.3,959.2,0,"0.00",20.55,578.85,16,867.66,6.76579993285476
"858",66,13,3,36,3.58,8.9,1.04,"0.04",2.17,"0.77",-1,1,1,0,1,0,0,0,0,0,17.2,"29.00",32,3.9,1.36,"147.65","4.99",0,0,0,0,34,"1015.00",0,0,24,106.96,4.67245493279369
"859",74,14,7,20,3,11.3,0.78,"-0.25",1.48,"0.39",-1,1,8,0,0,0,0,0,0,8,8.4,"27.00",54,8.8,2.17,"531.35","6.28",0,0,0,0,18.25,"995.00",0,0,20,195.21,5.274075902175
"860",49,9,4,45,3.81,2.8,0.36,"-1.01",0.9,"-0.11",7,3,0,0,0,0,0,0,0,0,28.8,"12.00",69,27.25,3.31,"1854.40","7.53",33.75,2247,0,0,21.5,"1465.00",0,0,17,198.71,5.29184647541773
"861",37,17,1,60,4.09,20.4,4.1,"1.41",8.14,"2.10",20,3,5,0,0,0,0,0,0,5,33.2,"25.00",56,12.25,2.51,"635.40","6.45",33.5,1895.9,0,0,15.5,"875.00",0,0,26,228.17,5.43009096515748
"862",25,10,3,22,3.09,24.8,2.18,"0.78",3.28,"1.19",9,3,4,0,4,0,0,0,0,0,10.2,"30.00",12,6.4,1.86,"84.50","4.44",0,0,0,0,0,"0.00",0,0,22,329.23,5.79675659466298
"863",43,20,14,134,4.9,10.8,4.39,"1.48",10.09,"2.31",19,2,5,1,0,0,0,0,0,4,67.6,"24.00",15,4.2,1.44,"39.90","3.69",23.5,295.7,0,0,8,"105.00",27.45,406.9,28,792.47,6.67515465014533
"864",51,15,7,33,3.5,23.1,2.57,"0.94",5.05,"1.62",14,2,1,0,0,0,0,1,0,0,18,"22.00",66,18.25,2.9,"1203.00","7.09",34.75,2324.75,0,0,20.25,"1355.00",0,0,25,381.96,5.945315891082
"865",44,19,10,35,3.56,10.9,1.97,"0.68",1.84,"0.61",-1,1,0,0,0,0,0,0,0,0,17.7,"31.00",62,21.8,3.08,"1362.40","7.22",0,0,42.4,2475.7,33.75,"2065.00",40.55,2448.45,33,341.83,5.83431353745597
"866",63,18,24,130,4.87,12.6,6.36,"1.85",10.02,"2.31",-1,1,1,0,0,1,0,0,0,0,60.5,"19.00",46,17.6,2.87,"790.65","6.67",0,0,0,0,6,"265.00",0,0,14,287.96,5.6628215816011
"867",21,16,0,38,3.64,5.5,1.45,"0.37",0.64,"-0.44",12,4,0,0,0,0,0,0,0,0,22.6,"17.00",10,5.35,1.68,"52.10","3.95",0,0,25.7,226.7,15.5,"130.00",0,0,18,671.57,6.50961825475958
"868",19,12,0,24,3.18,14.1,1.66,"0.51",1.73,"0.55",-1,1,8,2,0,0,0,0,0,6,-1,"19.00",15,11.2,2.42,"169.25","5.13",0,0,30.7,351.7,0,"0.00",0,0,25,53.84,3.98601668533647
"869",50,15,4,34,3.53,12.1,1.94,"0.66",2.17,"0.78",11,4,4,0,0,0,0,0,0,4,12.5,"17.00",57,16.05,2.78,"868.20","6.77",25.25,1479.35,0,0,15.75,"960.00",0,0,18,198.4,5.29028519485077
"870",48,20,3,226,5.42,12.7,6.06,"1.80",22.65,"3.12",17,2,1,0,1,0,0,0,0,0,76,"32.00",41,10.85,2.38,"463.20","6.14",49.75,2032.6,63.55,2518.45,16.5,"655.00",91.15,3606.85,24,1263.36,7.14153011736501
"871",67,9,13,96,4.56,2.2,1.56,"0.45",0.55,"-0.60",10,2,8,0,1,0,0,0,0,7,41.7,"33.00",23,6.4,1.86,"132.90","4.89",51.5,1131.9,0,0,19.5,"435.00",0,0,30,451,6.11146733950268
"872",30,13,7,16,2.77,9.3,0.86,"-0.15",0.63,"-0.46",16,2,1,0,1,0,0,0,0,0,6.1,"21.00",35,9.95,2.3,"324.60","5.78",0,0,0,0,0,"0.00",0,0,20,486.36,6.18694909042822
